host_name,host_since,neighbourhood,property_type,room_type,price
Kazutaka&Megumi,2015-07-05,,Entire home,Entire home/apt,"$37,864.00"
Yubo,2018-12-14,,Entire rental unit,Entire home/apt,"$92,679.00"
Sino,2017-01-28,"Toshima-ku, Tokyo Prefecture, Japan",Private room in cabin,Private room,"$6,996.00"
山本,2023-05-30,,Entire rental unit,Entire home/apt,"$21,209.00"
Yj,2019-03-20,,Entire rental unit,Entire home/apt,"$19,194.00"
Satoshi,2017-11-13,"Musashino, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,237.00"
間宮,2019-04-09,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$66,010.00"
Satoshi,2017-11-13,"Musashino, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$36,000.00"
Plays,2023-05-07,"Katsushika City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$11,040.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
Momoe,2014-12-07,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
俊一,2017-05-06,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,346.00"
Haruka,2019-03-13,"Sumida City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$11,701.00"
Minato,2023-05-30,"Shinjuku City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$73,029.00"
Ichigoichie,2016-02-28,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,143.00"
宅東,2018-12-07,"Sumida City, Tokyo Prefecture, Japan",Private room in rental unit,Private room,"$13,164.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
浩史,2015-08-23,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,624.00"
Chie,2019-12-02,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,556.00"
俊介,2019-09-05,,Entire rental unit,Entire home/apt,"$18,236.00"
Yash Kumar,2023-06-01,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$26,762.00"
Tsuguhiro,2015-03-07,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,104.00"
Didi,2016-07-13,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,626.00"
Akinobu,2021-04-17,"Sumida-ku, Tokyo-to, Japan",Entire rental unit,Entire home/apt,"$13,500.00"
Sylvia,2017-09-08,"Edogawa City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,993.00"
Emiko,2022-10-29,,Entire rental unit,Entire home/apt,"$27,160.00"
Ray,2023-01-25,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,000.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota-ku, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
パイン,2023-06-08,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$7,007.00"
Yoshiro,2016-04-15,,Entire rental unit,Entire home/apt,"$15,451.00"
Toshi,2019-08-30,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$33,686.00"
Sylvia,2017-09-08,"Edogawa City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$48,000.00"
喜子,2023-06-01,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,549.00"
圭太,2023-06-01,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,841.00"
優姫,2016-03-19,,Entire rental unit,Entire home/apt,"$28,312.00"
Amanecer,2023-01-16," Chuo Ward, Tokyo Prefecture, Japan",Room in hotel,Private room,"$36,143.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
パイン,2023-06-08,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,717.00"
浩史,2015-08-23,"Meguro City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,000.00"
浩史,2015-08-23,"Meguro City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,810.00"
Yijia,2023-05-31,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,471.00"
玉立,2019-03-28,"Shinjuku City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$11,779.00"
Yijia,2023-05-31,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,512.00"
Yijia,2023-05-31,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,407.00"
Yijia,2023-05-31,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,966.00"
Taku,2017-04-26,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,500.00"
Yume,2020-04-01,,Entire home,Entire home/apt,"$19,056.00"
Daisy,2020-01-16,,Entire rental unit,Entire home/apt,"$30,729.00"
Sino,2017-01-28,,Private room in home,Private room,"$7,288.00"
Ju-Hsuan,2016-02-16,,Private room in home,Private room,"$4,800.00"
陽平,2023-06-02,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,229.00"
Sino,2017-01-28,,Private room in home,Private room,"$7,385.00"
Han,2020-12-10,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$52,250.00"
Yijia,2023-05-31,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,543.00"
Himeka,2023-06-08,,Entire home,Entire home/apt,"$28,364.00"
Miki,2019-07-09,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$21,028.00"
孫,2023-05-30,,Entire rental unit,Entire home/apt,"$60,962.00"
孫,2023-05-30,,Entire rental unit,Entire home/apt,"$60,962.00"
Ray,2023-01-25,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
鈴蘭,2016-06-18,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,874.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$9,023.00"
Pqd,2019-12-04,"Ota City, Tokyo Prefecture, Japan",Private room in hostel,Private room,"$3,357.00"
Taku,2016-01-29,,Private room in rental unit,Private room,"$9,429.00"
百合,2018-03-06,,Private room in rental unit,Private room,"$12,934.00"
Kaori,2023-06-03,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$26,348.00"
Yubo,2018-12-14,,Entire rental unit,Entire home/apt,"$17,371.00"
Sumire,2017-04-04,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,248.00"
Toru,2019-01-06,,Entire rental unit,Entire home/apt,"$9,029.00"
伊藤,2023-06-04,,Entire rental unit,Entire home/apt,"$20,857.00"
Vivian,2013-09-23,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$219,698.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
Ju-Hsuan,2016-02-16,,Private room in home,Private room,"$4,800.00"
Ju-Hsuan,2016-02-16,,Private room in home,Private room,"$4,800.00"
宅東,2018-12-07,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,114.00"
Ju-Hsuan,2016-02-16,,Private room in tower,Private room,"$4,416.00"
Yubo,2018-12-14,,Entire rental unit,Entire home/apt,"$92,286.00"
Yubo,2018-12-14,,Entire rental unit,Entire home/apt,"$92,286.00"
Keigo,2023-06-05,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$47,286.00"
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,300.00"
圭太,2023-06-08,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,238.00"
Aruko,2017-04-30,,Entire rental unit,Entire home/apt,"$32,400.00"
Seirai,2019-12-16,"Shibuya City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$77,532.00"
Meagan,2019-09-26,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,000.00"
浩史,2015-08-23,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,151.00"
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,136.00"
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,871.00"
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,300.00"
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$14,300.00"
Trip,2017-01-18,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$27,576.00"
博雅,2023-02-05,,Entire rental unit,Entire home/apt,"$18,000.00"
Michi,2023-06-08,,Private room in rental unit,Private room,"$19,950.00"
孫,2023-05-30,,Entire rental unit,Entire home/apt,"$43,482.00"
Shin&Dad,2023-03-23,"Taito City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,
Aoko,2020-02-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,771.00"
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,500.00"
Sc Group,2019-01-22,"Sumida City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$29,800.00"
Ray,2023-01-25,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$18,714.00"
Sumire,2017-04-04,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$33,629.00"
Yasuyuki,2023-02-02,,Private room in rental unit,Private room,
家,2018-07-04,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$35,743.00"
家,2018-07-04,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$35,743.00"
ベジフル市場,2023-06-10,,Entire rental unit,Entire home/apt,"$21,291.00"
Sumire,2017-04-04,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$42,879.00"
Sumire,2017-04-04,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$34,920.00"
孫,2023-05-30,,Entire rental unit,Entire home/apt,"$34,742.00"
ｴﾙｴｰ3,2019-03-01,,Entire home,Entire home/apt,
Shohei,2023-03-13,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,857.00"
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,500.00"
Ryo,2018-04-05,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$63,000.00"
Billy,2013-07-17,"Shibuya City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$30,000.00"
Min,2016-05-19,,Private room in rental unit,Private room,"$8,455.00"
Min,2016-05-19,,Private room in rental unit,Private room,"$8,455.00"
Hao,2023-06-10,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,221.00"
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,650.00"
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,650.00"
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,250.00"
ｴﾙｴｰ3,2019-03-01,,Entire home,Entire home/apt,
John,2018-09-06,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$13,000.00"
Akemi,2018-11-13,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
文瑛,2023-01-02,,Entire home,Entire home/apt,"$73,541.00"
宅東,2018-12-07,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,114.00"
Tomo & Sachi,2018-12-14,"Katsushika City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$39,600.00"
Sc Group,2019-01-22,"Katsushika City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$6,980.00"
Sc Group,2019-01-22,"Katsushika City, Tokyo Prefecture, Japan",Entire condo,Entire home/apt,"$6,980.00"
Akemi,2018-11-13,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$43,921.00"
Akemi,2018-11-13,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$20,800.00"
Jian,2023-06-06,,Entire rental unit,Entire home/apt,
Akemi,2018-11-13,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$37,514.00"
家,2018-07-04,,Entire rental unit,Entire home/apt,"$21,470.00"
Kei,2013-12-04,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$8,450.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Kiki1,2020-12-28,,Entire rental unit,Entire home/apt,"$94,921.00"
Tomoaki,2022-12-21,"Minato City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$40,480.00"
Ikuo,2018-10-19,,Entire rental unit,Entire home/apt,
Team Mickey,2019-01-28,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$16,571.00"
Coco,2015-08-22,"Edogawa City, Tokyo Prefecture, Japan",Private room in home,Private room,"$7,267.00"
Aruko,2017-04-30,,Entire rental unit,Entire home/apt,"$49,054.00"
Kasa,2022-11-17,,Entire rental unit,Entire home/apt,"$55,543.00"
俊介,2019-09-05,,Entire rental unit,Entire home/apt,"$19,036.00"
Wang,2017-01-07,"Nakano City, Tokyo Prefecture, Japan",Private room in hostel,Private room,
順子,2022-08-23,"Shibuya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$100,000.00"
順子,2022-08-23,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$100,000.00"
張,2023-02-11,,Entire rental unit,Entire home/apt,"$13,500.00"
UI Home Company,2018-04-12,,Entire home,Entire home/apt,"$35,640.00"
Tomoaki,2022-12-21,"Itabashi City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$41,486.00"
Wison,2017-05-17,,Room in hotel,Private room,
俊介,2019-09-05,,Entire rental unit,Entire home/apt,"$22,603.00"
Miduki,2018-07-04,,Private room in home,Private room,"$3,114.00"
Shin Wan Jie,2023-02-14,,Entire rental unit,Entire home/apt,"$6,786.00"
Hong,2015-09-17,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
堀,2020-11-30,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$53,720.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
ピアチェーレ,2023-06-07,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,119.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$33,714.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$35,571.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$35,286.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$30,143.00"
浩史,2015-08-23,"Ota City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$26,722.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,429.00"
俊介,2019-09-05,,Entire rental unit,Entire home/apt,"$28,929.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$40,000.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$22,514.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,571.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,
Junko,2019-12-25,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$73,929.00"
Min,2016-05-19,,Private room in rental unit,Private room,"$8,455.00"
間宮,2019-04-09,"Sumida City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,138.00"
文瑛,2023-01-02,"Sumida City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$46,750.00"
林,2023-04-24,"Taito City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$56,743.00"
大倉,2023-04-26,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$15,539.00"
大倉,2023-04-26,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$25,766.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$29,429.00"
間宮,2019-04-09,,Entire rental unit,Entire home/apt,"$30,455.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$31,143.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$33,714.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$35,714.00"
Eric,2023-06-05,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$32,286.00"
Aya,2016-07-13,"Taito City, Tokyo Prefecture, Japan",Private room in home,Private room,
Honami,2022-07-29,"Edogawa City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$37,866.00"
Kanako,2019-02-04,"Shinjuku City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$24,321.00"
大倉,2023-04-26,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$19,136.00"
大倉,2023-04-26,"Toshima City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,439.00"
Yuka,2018-10-09,,Entire rental unit,Entire home/apt,"$21,243.00"
Yuka,2018-10-09,,Entire rental unit,Entire home/apt,"$48,043.00"
Yuka,2018-10-09,,Entire rental unit,Entire home/apt,"$23,286.00"
Yuka,2018-10-09,,Entire rental unit,Entire home/apt,"$22,393.00"
大藪,2022-06-15,"Ome, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$22,399.00"
Yosuke,2023-06-14,"Shibuya City, Tokyo Prefecture, Japan",Entire home,Entire home/apt,"$34,608.00"
Kanako,2019-02-04,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$17,171.00"
Kanako,2019-02-04,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,075.00"
Kanako,2019-02-04,"Setagaya City, Tokyo Prefecture, Japan",Entire rental unit,Entire home/apt,"$10,075.00"
